#isolate	predicted_serotype	attributes	genes_identified	locus_location	region_I_genes	region_II_genes	region_III_genes	IS1016_hits
ERX2579057	type_b	full_gene_complement,fragmented_locus	bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB;bexA	gnl|contig00018|ERX2579057 len=17332 cov=94.3 corr=0 origname=Contig_34_94.2777_pilon sw=shovill-skesa/1.1.0 date=20201227:85-15127;gnl|contig00036|ERX2579057 len=724 cov=40.2 corr=0 origname=Contig_6_40.2244_pilon sw=shovill-skesa/1.1.0 date=20201227:181-723	4/4	4/4	2/2	2
ERX2579058	type_b	full_gene_complement,fragmented_locus	bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB;bexA	gnl|contig00018|ERX2579058 len=17332 cov=111.1 corr=0 origname=Contig_31_111.121_pilon sw=shovill-skesa/1.1.0 date=20201224:85-15127;gnl|contig00032|ERX2579058 len=724 cov=51.7 corr=0 origname=Contig_6_51.7401_pilon sw=shovill-skesa/1.1.0 date=20201224:181-723	4/4	4/4	2/2	2
ERX2579060	cap_not_found	-	-	-	-	-	-	-
ERX2579061	cap_not_found	-	-	-	-	-	-	-
ERX2579062	type_b	full_gene_complement,fragmented_locus	bexA;bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB	gnl|contig00041|ERX2579062 len=724 cov=28.0 corr=0 origname=Contig_5_28.0327_pilon sw=shovill-skesa/1.1.0 date=20201226:181-723;gnl|contig00001|ERX2579062 len=612663 cov=32.1 corr=0 origname=Contig_17_32.1286_pilon sw=shovill-skesa/1.1.0 date=20201226:289539-304605	4/4	4/4	2/2	2
ERX2579063	type_b	full_gene_complement	bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB,bexA	gnl|contig00019|ERX2579063 len=18102 cov=141.5 corr=0 origname=Contig_26_141.536_pilon sw=shovill-skesa/1.1.0 date=20201224:85-18101	4/4	4/4	2/2	2
ERX2579064	type_b	full_gene_complement	bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB,bexA	gnl|contig00018|ERX2579064 len=18078 cov=69.6 corr=0 origname=Contig_29_69.5616_pilon sw=shovill-skesa/1.1.0 date=20201226:85-18077	4/4	4/4	2/2	2
ERX2579065	cap_not_found	-	-	-	-	-	-	-
ERX2579066	type_b	full_gene_complement	bexA,bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB	gnl|contig00030|ERX2579066 len=18078 cov=90.4 corr=0 origname=Contig_9_90.3891_pilon sw=shovill-skesa/1.1.0 date=20210103:181-15873	4/4	4/4	2/2	2
ERX2579067	cap_not_found	-	-	-	-	-	-	-
ERX2579068	cap_not_found	-	-	-	-	-	-	-
ERX2579069	cap_not_found	-	-	-	-	-	-	-
ERX2579070	cap_not_found	-	-	-	-	-	-	-
ERX2579071	cap_not_found	-	-	-	-	-	-	-
ERX2579072	cap_not_found	-	-	-	-	-	-	-
ERX2579073	cap_not_found	-	-	-	-	-	-	-
ERX2579074	type_b	full_gene_complement	bexA,bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB	gnl|contig00020|ERX2579074 len=18102 cov=193.8 corr=0 origname=Contig_6_193.837_pilon sw=shovill-skesa/1.1.0 date=20201227:181-15897	4/4	4/4	2/2	2
ERX2579075	type_b	full_gene_complement	bexA,bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB	gnl|contig00018|ERX2579075 len=18102 cov=112.6 corr=0 origname=Contig_5_112.629_pilon sw=shovill-skesa/1.1.0 date=20201225:181-15897	4/4	4/4	2/2	2
ERX2579076	cap_not_found	-	-	-	-	-	-	-
ERX2579077	cap_not_found	-	-	-	-	-	-	-
ERX2579078	cap_not_found	-	-	-	-	-	-	-
ERX2579079	cap_not_found	-	-	-	-	-	-	-
ERX2579081	cap_not_found	-	-	-	-	-	-	-
ERX2579082	cap_not_found	-	-	-	-	-	-	-
ERX2579083	type_d	full_gene_complement	bexA,bexB,bexC,bexD,dcs1,dcs2,dcs3,dcs4,dcs5,hcsA,hcsB	gnl|contig00020|ERX2579083 len=17676 cov=20.5 corr=0 origname=Contig_11_20.5472_pilon sw=shovill-skesa/1.1.0 date=20201222:403-16165	4/4	5/5	2/2	2
ERX2579084	cap_not_found	-	-	-	-	-	-	-
ERX2579085	cap_not_found	-	-	-	-	-	-	-
ERX2579086	cap_not_found	-	-	-	-	-	-	-
ERX2579087	type_b	full_gene_complement,truncated_genes	hcsB*,bexA,bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB*	gnl|contig00016|ERX2579087 len=18124 cov=105.6 corr=0 origname=Contig_1_105.597_Circ_pilon sw=shovill-skesa/1.1.0 date=20201228:2-18122	4/4	4/4	2/2	2
ERX2579088	cap_not_found	-	-	-	-	-	-	-
ERX2579089	cap_not_found	-	-	-	-	-	-	-
ERX2579090	cap_not_found	-	-	-	-	-	-	-
ERX2579091	cap_not_found	-	-	-	-	-	-	-
ERX2579092	cap_not_found	-	-	-	-	-	-	-
ERX2579093	type_b	full_gene_complement,fragmented_locus	bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB;bexA	gnl|contig00018|ERX2579093 len=17356 cov=78.8 corr=0 origname=Contig_29_78.7675_pilon sw=shovill-skesa/1.1.0 date=20201223:85-15151;gnl|contig00030|ERX2579093 len=724 cov=41.4 corr=0 origname=Contig_7_41.3864_pilon sw=shovill-skesa/1.1.0 date=20201223:181-723	4/4	4/4	2/2	2
ERX2579094	type_a	full_gene_complement	bexA,bexB,bexC,bexD,acs1,acs2,acs3,acs4,hcsA,hcsB	gnl|contig00020|ERX2579094 len=14719 cov=66.1 corr=0 origname=Contig_8_66.1352_pilon sw=shovill-skesa/1.1.0 date=20201227:181-13231	4/4	4/4	2/2	1
ERX2579095	cap_not_found	-	-	-	-	-	-	-
ERX2579096	cap_not_found	-	-	-	-	-	-	-
ERX2579097	cap_not_found	-	-	-	-	-	-	-
ERX2579098	cap_not_found	-	-	-	-	-	-	-
ERX2579099	cap_not_found	-	-	-	-	-	-	-
ERX2579100	cap_not_found	-	-	-	-	-	-	-
ERX2579101	type_b	full_gene_complement	bexA,bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB	gnl|contig00025|ERX2579101 len=18102 cov=97.5 corr=0 origname=Contig_6_97.5108_pilon sw=shovill-skesa/1.1.0 date=20210103:181-15897	4/4	4/4	2/2	2
ERX2579102	cap_not_found	-	-	-	-	-	-	-
ERX2579103	cap_not_found	-	-	-	-	-	-	-
ERX2579104	cap_not_found	-	-	-	-	-	-	-
ERX2579105	type_b	full_gene_complement,truncated_genes	hcsB*,bexA,bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB*	gnl|contig00022|ERX2579105 len=18124 cov=139.4 corr=0 origname=Contig_1_139.377_Circ_pilon sw=shovill-skesa/1.1.0 date=20201228:2-18122	4/4	4/4	2/2	2
ERX2579106	type_e	full_gene_complement	hcsB,hcsA,ecs8,ecs7,ecs6,ecs5,ecs4,ecs3,ecs2,ecs1,bexD,bexC,bexB,bexA	gnl|contig00002|ERX2579106 len=338490 cov=44.3 corr=0 origname=Contig_22_44.273_pilon sw=shovill-skesa/1.1.0 date=20210104:25761-43825	4/4	8/8	2/2	0
ERX2579107	type_a	full_gene_complement,truncated_genes	acs3*,acs4,hcsA,hcsB,bexA,bexB,bexC,bexD,acs1,acs2,acs3*	gnl|contig00024|ERX2579107 len=15435 cov=130.6 corr=0 origname=Contig_1_130.578_Circ_pilon sw=shovill-skesa/1.1.0 date=20210103:3-15434	4/4	4/4	2/2	1
ERX2579108	cap_not_found	-	-	-	-	-	-	-
ERX2579109	cap_not_found	-	-	-	-	-	-	-
ERX2579110	cap_not_found	-	-	-	-	-	-	-
ERX2579111	type_f	full_gene_complement,truncated_genes,fragmented_locus	bexA,bexB,bexC,bexD,fcs1,fcs2*;fcs2*;fcs3,hcsA,hcsB	gnl|contig00026|ERX2579111 len=7039 cov=30.8 corr=0 origname=Contig_5_30.7709_pilon sw=shovill-skesa/1.1.0 date=20201224:983-7039;gnl|contig00030|ERX2579111 len=1437 cov=6.9 corr=0 origname=Contig_3_6.92449_pilon sw=shovill-skesa/1.1.0 date=20201224:3-1436;gnl|contig00004|ERX2579111 len=155492 cov=37.0 corr=0 origname=Contig_28_37.026_pilon sw=shovill-skesa/1.1.0 date=20201224:30-4555	4/4	3/3	2/2	3
ERX2579112	type_b	full_gene_complement,fragmented_locus	bexA;bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB	gnl|contig00033|ERX2579112 len=724 cov=36.2 corr=0 origname=Contig_4_36.2244_pilon sw=shovill-skesa/1.1.0 date=20201226:181-723;gnl|contig00017|ERX2579112 len=17356 cov=77.7 corr=0 origname=Contig_32_77.692_pilon sw=shovill-skesa/1.1.0 date=20201226:85-15151	4/4	4/4	2/2	2
ERX2579113	cap_not_found	-	-	-	-	-	-	-
ERX2579114	cap_not_found	-	-	-	-	-	-	-
ERX2579115	cap_not_found	-	-	-	-	-	-	-
ERX2579116	cap_not_found	-	-	-	-	-	-	-
ERX2579117	cap_not_found	-	-	-	-	-	-	-
ERX2579119	cap_not_found	-	-	-	-	-	-	-
ERX2579120	cap_not_found	-	-	-	-	-	-	-
ERX2579121	type_b	full_gene_complement,truncated_genes	hcsB*,bexA,bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB*	gnl|contig00019|ERX2579121 len=18124 cov=139.4 corr=0 origname=Contig_1_139.371_Circ_pilon sw=shovill-skesa/1.1.0 date=20201227:2-18122	4/4	4/4	2/2	2
ERX2579122	type_b	full_gene_complement,fragmented_locus	bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB;bexA	gnl|contig00017|ERX2579122 len=17356 cov=86.2 corr=0 origname=Contig_30_86.2497_pilon sw=shovill-skesa/1.1.0 date=20210103:85-15151;gnl|contig00029|ERX2579122 len=724 cov=60.3 corr=0 origname=Contig_4_60.3082_pilon sw=shovill-skesa/1.1.0 date=20210103:181-723	4/4	4/4	2/2	2
ERX2579123	cap_not_found	-	-	-	-	-	-	-
ERX2579124	cap_not_found	-	-	-	-	-	-	-
ERX2579125	cap_not_found	-	-	-	-	-	-	-
ERX2579126	cap_not_found	-	-	-	-	-	-	-
ERX2579127	cap_not_found	-	-	-	-	-	-	-
ERX2803931	cap_not_found	-	-	-	-	-	-	-
ERX2803932	type_f	full_gene_complement,truncated_genes,fragmented_locus	bexA,bexB,bexC,bexD,fcs1,fcs2*;fcs2*;fcs2*;fcs3*,hcsA,hcsB	gnl|contig00033|ERX2803932 len=16314 cov=61.5 corr=0 origname=Contig_37_61.4872_pilon sw=shovill-skesa/1.1.0 date=20210102:10717-16314;gnl|contig00054|ERX2803932 len=564 cov=5.2 corr=0 origname=Contig_50_5.18566_pilon sw=shovill-skesa/1.1.0 date=20210102:1-564;gnl|contig00056|ERX2803932 len=513 cov=4.5 corr=0 origname=Contig_44_4.45436_pilon sw=shovill-skesa/1.1.0 date=20210102:1-513;gnl|contig00007|ERX2803932 len=68937 cov=80.9 corr=0 origname=Contig_19_80.9027_pilon sw=shovill-skesa/1.1.0 date=20210102:1-3908	4/4	3/3	2/2	2
ERX2803933	cap_not_found	-	-	-	-	-	-	-
ERX2803934	cap_not_found	-	-	-	-	-	-	-
ERX2803935	cap_not_found	-	-	-	-	-	-	-
ERX2803936	cap_not_found	-	-	-	-	-	-	-
ERX2803938	cap_not_found	-	-	-	-	-	-	-
ERX2803939	cap_not_found	-	-	-	-	-	-	-
ERX2803940	cap_not_found	-	-	-	-	-	-	-
ERX2803941	cap_not_found	-	-	-	-	-	-	-
ERX2803942	cap_not_found	-	-	-	-	-	-	-
ERX2803943	cap_not_found	-	-	-	-	-	-	-
ERX2803944	cap_not_found	-	-	-	-	-	-	-
ERX2803946	type_f	full_gene_complement,truncated_genes,fragmented_locus	bexA,bexB,bexC,bexD,fcs1,fcs2*;fcs3*,hcsA,hcsB	gnl|contig00028|ERX2803946 len=7058 cov=66.9 corr=0 origname=Contig_8_66.9314_pilon sw=shovill-skesa/1.1.0 date=20201226:983-7057;gnl|contig00006|ERX2803946 len=94493 cov=92.7 corr=0 origname=Contig_14_92.6589_pilon sw=shovill-skesa/1.1.0 date=20201226:2-3957	4/4	3/3	2/2	1
ERX2803947	type_f	full_gene_complement,truncated_genes,fragmented_locus	bexA,bexB,bexC,bexD,fcs1,fcs2*;fcs2*,fcs3,hcsA,hcsB	gnl|contig00020|ERX2803947 len=17758 cov=76.1 corr=0 origname=Contig_2_76.1248_pilon sw=shovill-skesa/1.1.0 date=20201224:10761-17756;gnl|contig00008|ERX2803947 len=94909 cov=92.6 corr=0 origname=Contig_23_92.5633_pilon sw=shovill-skesa/1.1.0 date=20201224:2-5125	4/4	3/3	2/2	1
ERX2803948	cap_not_found	-	-	-	-	-	-	-
ERX2803950	cap_not_found	-	-	-	-	-	-	-
ERX2803951	type_e	full_gene_complement	hcsB,hcsA,ecs8,ecs7,ecs6,ecs5,ecs4,ecs3,ecs2,ecs1,bexD,bexC,bexB,bexA	gnl|contig00001|ERX2803951 len=407214 cov=81.5 corr=0 origname=Contig_12_81.4513_pilon sw=shovill-skesa/1.1.0 date=20201226:148178-166242	4/4	8/8	2/2	0
ERX2803952	cap_not_found	-	-	-	-	-	-	-
ERX2803953	cap_not_found	-	-	-	-	-	-	-
ERX2803954	cap_not_found	-	-	-	-	-	-	-
ERX2803955	type_b	full_gene_complement	bexA,bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB	gnl|contig00026|ERX2803955 len=18102 cov=181.2 corr=0 origname=Contig_7_181.15_pilon sw=shovill-skesa/1.1.0 date=20210104:181-15897	4/4	4/4	2/2	2
ERX2803956	cap_not_found	-	-	-	-	-	-	-
ERX2803957	cap_not_found	-	-	-	-	-	-	-
ERX2803958	type_f	missing_genes,truncated_genes,fragmented_locus	bexA,bexB,bexC,bexD,fcs1;fcs3*,hcsA,hcsB	gnl|contig00034|ERX2803958 len=15691 cov=75.8 corr=0 origname=Contig_23_75.8467_pilon sw=shovill-skesa/1.1.0 date=20210103:10434-15669;gnl|contig00006|ERX2803958 len=63566 cov=100.1 corr=0 origname=Contig_25_100.138_pilon sw=shovill-skesa/1.1.0 date=20210103:1-3998	4/4	2/3 (missing: fcs2)	2/2	1
ERX2803959	cap_not_found	-	-	-	-	-	-	-
ERX2803960	cap_not_found	-	-	-	-	-	-	-
ERX2803961	type_b	full_gene_complement,truncated_genes	hcsB*,bexA,bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB*	gnl|contig00032|ERX2803961 len=18124 cov=412.5 corr=0 origname=Contig_1_412.466_Circ_pilon sw=shovill-skesa/1.1.0 date=20201226:2-18122	4/4	4/4	2/2	2
ERX2803962	cap_not_found	-	-	-	-	-	-	-
ERX2803963	cap_not_found	-	-	-	-	-	-	-
ERX2803964	cap_not_found	-	-	-	-	-	-	-
ERX2803965	cap_not_found	-	-	-	-	-	-	-
ERX2803966	cap_not_found	-	-	-	-	-	-	-
ERX2803967	cap_not_found	-	-	-	-	-	-	-
ERX2803968	cap_not_found	-	-	-	-	-	-	-
ERX2803969	type_f	full_gene_complement,truncated_genes,fragmented_locus	fcs2*,fcs1,bexD,bexC,bexB,bexA;fcs2*,fcs3,hcsA,hcsB;fcs2*	gnl|contig00001|ERX2803969 len=372984 cov=70.7 corr=0 origname=Contig_20_70.711_pilon sw=shovill-skesa/1.1.0 date=20201223:2-5368;gnl|contig00004|ERX2803969 len=156034 cov=65.8 corr=0 origname=Contig_7_65.8197_pilon sw=shovill-skesa/1.1.0 date=20201223:2-5101;gnl|contig00023|ERX2803969 len=1626 cov=7.7 corr=0 origname=Contig_14_7.70859_pilon sw=shovill-skesa/1.1.0 date=20201223:1-1626	4/4	3/3	2/2	1
ERX2803970	type_b	full_gene_complement,truncated_genes,fragmented_locus	bexA,bexB,bexC,bexD,bcs1,bcs2*;bcs4*,hcsA,hcsB;bcs3	gnl|contig00097|ERX2803970 len=6678 cov=157.7 corr=0 origname=Contig_29_157.701_pilon sw=shovill-skesa/1.1.0 date=20201227:181-6676;gnl|contig00102|ERX2803970 len=5952 cov=206.3 corr=0 origname=Contig_186_206.337_pilon sw=shovill-skesa/1.1.0 date=20201227:2-3747;gnl|contig00124|ERX2803970 len=3778 cov=105.7 corr=0 origname=Contig_31_105.653_pilon sw=shovill-skesa/1.1.0 date=20201227:149-3778	4/4	4/4	2/2	2
ERX2803971	cap_not_found	-	-	-	-	-	-	-
ERX2803972	cap_not_found	-	-	-	-	-	-	-
ERX2803973	cap_not_found	-	-	-	-	-	-	-
ERX2803974	cap_not_found	-	-	-	-	-	-	-
ERX2803975	cap_not_found	-	-	-	-	-	-	-
ERX2803976	cap_not_found	-	-	-	-	-	-	-
ERX2803977	type_a	full_gene_complement,fragmented_locus	bexB,bexC,bexD,acs1,acs2,acs3,acs4,hcsA,hcsB;bexA	gnl|contig00013|ERX2803977 len=14670 cov=351.9 corr=0 origname=Contig_19_351.947_pilon sw=shovill-skesa/1.1.0 date=20210103:85-12492;gnl|contig00020|ERX2803977 len=724 cov=279.4 corr=0 origname=Contig_8_279.382_pilon sw=shovill-skesa/1.1.0 date=20210103:181-723	4/4	4/4	2/2	1
ERX2803978	type_b	full_gene_complement,fragmented_locus	bexA;bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB	gnl|contig00039|ERX2803978 len=724 cov=207.4 corr=0 origname=Contig_6_207.405_pilon sw=shovill-skesa/1.1.0 date=20201223:181-723;gnl|contig00025|ERX2803978 len=17356 cov=218.6 corr=0 origname=Contig_40_218.586_pilon sw=shovill-skesa/1.1.0 date=20201223:85-15151	4/4	4/4	2/2	2
ERX2803979	cap_not_found	-	-	-	-	-	-	-
ERX2803980	cap_not_found	-	-	-	-	-	-	-
ERX2803981	cap_not_found	-	-	-	-	-	-	-
ERX2803982	type_b	full_gene_complement,truncated_genes	bcs4*,hcsA,hcsB,bexA,bexB,bexC,bexD,bcs1,bcs2,bcs3	gnl|contig00040|ERX2803982 len=16385 cov=88.1 corr=0 origname=Contig_67_88.0874_pilon sw=shovill-skesa/1.1.0 date=20201224:3-16385	4/4	4/4	2/2	2
ERX2803983	cap_not_found	-	-	-	-	-	-	-
ERX2803984	type_e	full_gene_complement,truncated_genes,fragmented_locus	ecs5*,ecs4,ecs3,ecs2,ecs1,bexD,bexC,bexB,bexA;ecs6,ecs7,ecs8,hcsA,hcsB	gnl|contig00001|ERX2803984 len=159638 cov=82.4 corr=0 origname=Contig_42_82.4186_pilon sw=shovill-skesa/1.1.0 date=20201223:2-11242;gnl|contig00022|ERX2803984 len=32438 cov=111.4 corr=0 origname=Contig_19_111.4_pilon sw=shovill-skesa/1.1.0 date=20201223:2-6316	4/4	8/8	2/2	1
ERX2803985	cap_not_found	-	-	-	-	-	-	-
ERX2803986	cap_not_found	-	-	-	-	-	-	-
ERX2803987	type_f	full_gene_complement,truncated_genes,fragmented_locus	bexA,bexB,bexC,bexD,fcs1,fcs2*;fcs3*,hcsA,hcsB;fcs2*	gnl|contig00027|ERX2803987 len=16503 cov=77.2 corr=0 origname=Contig_13_77.2064_pilon sw=shovill-skesa/1.1.0 date=20201224:10456-16503;gnl|contig00014|ERX2803987 len=36961 cov=116.7 corr=0 origname=Contig_11_116.666_pilon sw=shovill-skesa/1.1.0 date=20201224:2-3960;gnl|contig00047|ERX2803987 len=962 cov=4.4 corr=0 origname=Contig_5_4.44374_pilon sw=shovill-skesa/1.1.0 date=20201224:2-961	4/4	3/3	2/2	1
ERX2803988	cap_not_found	-	-	-	-	-	-	-
ERX2803989	cap_not_found	-	-	-	-	-	-	-
ERX2803991	cap_not_found	-	-	-	-	-	-	-
ERX2803992	cap_not_found	-	-	-	-	-	-	-
ERX2803993	cap_not_found	-	-	-	-	-	-	-
ERX2803994	type_a	missing_genes,truncated_genes,fragmented_locus	bexA,bexB,bexC,bexD,acs1,acs2,acs3*;hcsA,hcsB	gnl|contig00064|ERX2803994 len=8066 cov=157.2 corr=0 origname=Contig_25_157.249_pilon sw=shovill-skesa/1.1.0 date=20201226:181-8065;gnl|contig00073|ERX2803994 len=5726 cov=195.5 corr=0 origname=Contig_75_195.515_pilon sw=shovill-skesa/1.1.0 date=20201226:225-3544	4/4	3/4 (missing: acs4)	2/2	1
ERX2803995	cap_not_found	-	-	-	-	-	-	-
ERX2803996	cap_not_found	-	-	-	-	-	-	-
ERX2803998	cap_not_found	-	-	-	-	-	-	-
ERX2803999	cap_not_found	-	-	-	-	-	-	-
ERX2804000	cap_not_found	-	-	-	-	-	-	-
ERX2804001	cap_not_found	-	-	-	-	-	-	-
ERX2804002	cap_not_found	-	-	-	-	-	-	-
ERX2804003	type_f	missing_genes,fragmented_locus	bexA,bexB,bexC,bexD,fcs1;hcsA,hcsB	gnl|contig00035|ERX2804003 len=15686 cov=75.7 corr=0 origname=Contig_35_75.6878_pilon sw=shovill-skesa/1.1.0 date=20201226:10520-15686;gnl|contig00009|ERX2804003 len=63089 cov=103.3 corr=0 origname=Contig_17_103.275_pilon sw=shovill-skesa/1.1.0 date=20201226:140-3456	4/4	1/3 (missing: fcs2,fcs3)	2/2	2
ERX2804004	cap_not_found	-	-	-	-	-	-	-
ERX2804005	cap_not_found	-	-	-	-	-	-	-
ERX2804006	cap_not_found	-	-	-	-	-	-	-
ERX2804008	cap_not_found	-	-	-	-	-	-	-
ERX2804009	cap_not_found	-	-	-	-	-	-	-
ERX2804010	cap_not_found	-	-	-	-	-	-	-
ERX2804011	type_f	full_gene_complement,truncated_genes,fragmented_locus	bexA,bexB,bexC,bexD,fcs1,fcs2*;fcs3*,hcsA,hcsB	gnl|contig00025|ERX2804011 len=7038 cov=56.2 corr=0 origname=Contig_7_56.2362_pilon sw=shovill-skesa/1.1.0 date=20201224:983-7036;gnl|contig00005|ERX2804011 len=154961 cov=85.1 corr=0 origname=Contig_3_85.1028_pilon sw=shovill-skesa/1.1.0 date=20201224:3-4027	4/4	3/3	2/2	1
ERX2804012	type_f	full_gene_complement	bexA,bexB,bexC,bexD,fcs1,fcs2,fcs3,hcsA,hcsB	gnl|contig00004|ERX2804012 len=178254 cov=83.2 corr=0 origname=Contig_7_83.1846_pilon sw=shovill-skesa/1.1.0 date=20201223:32625-45050	4/4	3/3	2/2	0
ERX2804013	cap_not_found	-	-	-	-	-	-	-
ERX2804014	type_b	full_gene_complement,fragmented_locus	bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB;bexA	gnl|contig00023|ERX2804014 len=17356 cov=185.0 corr=0 origname=Contig_39_184.971_pilon sw=shovill-skesa/1.1.0 date=20201228:85-15151;gnl|contig00039|ERX2804014 len=724 cov=97.8 corr=0 origname=Contig_5_97.7642_pilon sw=shovill-skesa/1.1.0 date=20201228:181-723	4/4	4/4	2/2	2
ERX2804016	cap_not_found	-	-	-	-	-	-	-
ERX2804017	cap_not_found	-	-	-	-	-	-	-
ERX2804018	cap_not_found	-	-	-	-	-	-	-
ERX2804021	cap_not_found	-	-	-	-	-	-	-
ERX2804023	type_b	full_gene_complement,truncated_genes	bcs4*,hcsA,hcsB,bexA,bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4*	gnl|contig00042|ERX2804023 len=18065 cov=155.0 corr=0 origname=Contig_45_155.035_pilon sw=shovill-skesa/1.1.0 date=20201226:1-18064	4/4	4/4	2/2	2
ERX2804024	cap_not_found	-	-	-	-	-	-	-
ERX2804025	cap_not_found	-	-	-	-	-	-	-
ERX2804026	type_e	full_gene_complement,fragmented_locus	ecs7,ecs6,ecs5,ecs4,ecs3,ecs2,ecs1,bexD,bexC,bexB,bexA;ecs8,hcsA,hcsB	gnl|contig00002|ERX2804026 len=177972 cov=84.7 corr=0 origname=Contig_33_84.7035_pilon sw=shovill-skesa/1.1.0 date=20201227:3-13632;gnl|contig00022|ERX2804026 len=30149 cov=102.7 corr=0 origname=Contig_14_102.732_pilon sw=shovill-skesa/1.1.0 date=20201227:94-4389	4/4	8/8	2/2	1
ERX2804027	cap_not_found	-	-	-	-	-	-	-
ERX2804028	cap_not_found	-	-	-	-	-	-	-
ERX2804029	cap_not_found	-	-	-	-	-	-	-
ERX2804032	cap_not_found	-	-	-	-	-	-	-
ERX2804033	cap_not_found	-	-	-	-	-	-	-
ERX2804034	type_f	missing_genes,truncated_genes,fragmented_locus	bexA,bexB,bexC,bexD,fcs1;fcs3*,hcsA,hcsB	gnl|contig00024|ERX2804034 len=16068 cov=80.6 corr=0 origname=Contig_7_80.6296_pilon sw=shovill-skesa/1.1.0 date=20201224:10768-16003;gnl|contig00006|ERX2804034 len=94718 cov=94.1 corr=0 origname=Contig_25_94.1047_pilon sw=shovill-skesa/1.1.0 date=20201224:2-4035	4/4	2/3 (missing: fcs2)	2/2	1
ERX2804035	cap_not_found	-	-	-	-	-	-	-
ERX2804036	type_f	full_gene_complement,truncated_genes,fragmented_locus	bexA,bexB,bexC,bexD,fcs1;fcs3*,hcsA,hcsB;fcs2*,fcs3*;fcs2*;fcs2*	gnl|contig00021|ERX2804036 len=6278 cov=78.9 corr=0 origname=Contig_6_78.9398_pilon sw=shovill-skesa/1.1.0 date=20201223:983-6218;gnl|contig00006|ERX2804036 len=155019 cov=88.9 corr=0 origname=Contig_10_88.8864_pilon sw=shovill-skesa/1.1.0 date=20201223:2-4086;gnl|contig00026|ERX2804036 len=1249 cov=10.0 corr=0 origname=Contig_18_9.96583_pilon sw=shovill-skesa/1.1.0 date=20201223:2-1247;gnl|contig00028|ERX2804036 len=945 cov=8.9 corr=0 origname=Contig_21_8.86811_pilon sw=shovill-skesa/1.1.0 date=20201223:2-943;gnl|contig00029|ERX2804036 len=529 cov=7.6 corr=0 origname=Contig_5_7.61886_pilon sw=shovill-skesa/1.1.0 date=20201223:1-528	4/4	3/3	2/2	1
ERX2804039	cap_not_found	-	-	-	-	-	-	-
ERX2804040	type_f	missing_genes,truncated_genes,fragmented_locus	bexA,bexB,bexC,bexD,fcs1;fcs3*,hcsA,hcsB	gnl|contig00060|ERX2804040 len=6178 cov=62.4 corr=0 origname=Contig_8_62.3915_pilon sw=shovill-skesa/1.1.0 date=20201228:983-6176;gnl|contig00003|ERX2804040 len=92244 cov=89.2 corr=0 origname=Contig_70_89.2153_pilon sw=shovill-skesa/1.1.0 date=20201228:2-3681	4/4	2/3 (missing: fcs2)	2/2	0
ERX2804041	cap_not_found	-	-	-	-	-	-	-
ERX2804042	type_b	full_gene_complement,fragmented_locus	bexA;bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB	gnl|contig00062|ERX2804042 len=724 cov=92.7 corr=0 origname=Contig_10_92.7017_pilon sw=shovill-skesa/1.1.0 date=20201224:181-723;gnl|contig00030|ERX2804042 len=17356 cov=131.9 corr=0 origname=Contig_64_131.855_pilon sw=shovill-skesa/1.1.0 date=20201224:85-15151	4/4	4/4	2/2	2
ERX2804043	cap_not_found	-	-	-	-	-	-	-
ERX2804044	cap_not_found	-	-	-	-	-	-	-
ERX2804045	cap_not_found	-	-	-	-	-	-	-
ERX2804048	cap_not_found	-	-	-	-	-	-	-
